Date,Rate
9/11/2012,31.7221
9/12/2012,31.7768
9/13/2012,31.478
9/14/2012,31.3992
9/15/2012,30.8181
9/18/2012,30.5867
9/19/2012,30.8795
9/20/2012,30.8634
9/21/2012,31.5758
9/22/2012,31.1667
9/25/2012,31.2513
9/26/2012,31.1608
9/27/2012,31.2221
9/28/2012,31.1951
9/29/2012,30.9169
10/2/2012,31.2538
10/3/2012,31.135
10/4/2012,31.1944
10/5/2012,31.121
10/6/2012,30.9744
10/9/2012,31.0777
10/10/2012,31.0994
10/11/2012,31.2017
10/12/2012,31.1667
10/13/2012,30.9738
10/16/2012,31.0791
10/17/2012,30.9493
10/18/2012,30.7964
10/19/2012,30.7195
10/20/2012,30.7823
10/23/2012,30.9084
10/24/2012,31.1171
10/25/2012,31.3039
10/26/2012,31.2499
10/27/2012,31.478
10/30/2012,31.4373
10/31/2012,31.5252
11/1/2012,31.3743
11/2/2012,31.3666
11/3/2012,31.3817
11/7/2012,31.5195
11/8/2012,31.3033
11/9/2012,31.5146
11/10/2012,31.4962
11/13/2012,31.6053
11/14/2012,31.7164
11/15/2012,31.7267
11/16/2012,31.6919
11/17/2012,31.7184
11/20/2012,31.6677
11/21/2012,31.4263
11/22/2012,31.4218
11/23/2012,31.1525
11/24/2012,31.1325
11/27/2012,31.0201
11/28/2012,30.941
11/29/2012,31.1408
11/30/2012,31.0565
12/1/2012,30.811
12/4/2012,30.8365
12/5/2012,30.994
12/6/2012,30.8235
12/7/2012,30.9107
12/8/2012,30.967
12/11/2012,30.8686
12/12/2012,30.7506
12/13/2012,30.7321
12/14/2012,30.6034
12/15/2012,30.6892
12/18/2012,30.7696
12/19/2012,30.9859
12/20/2012,30.7606
12/21/2012,30.7592
12/22/2012,30.7194
12/25/2012,30.8046
12/26/2012,30.5926
12/27/2012,30.615
12/28/2012,30.4808
12/29/2012,30.3727
12/30/2012,30.3727
1/10/2013,30.4215
1/11/2013,30.365
1/12/2013,30.2537
1/15/2013,30.2607
1/16/2013,30.2556
1/17/2013,30.3399
1/18/2013,30.3431
1/19/2013,30.2065
1/22/2013,30.297
1/23/2013,30.195
1/24/2013,30.2292
1/25/2013,30.1648
1/26/2013,30.0451
1/29/2013,30.0782
1/30/2013,30.1513
1/31/2013,30.0277
2/1/2013,30.0161
2/2/2013,29.9966
2/5/2013,29.9251
2/6/2013,30.1231
2/7/2013,29.9598
2/8/2013,30.0496
2/9/2013,30.1575
2/12/2013,30.159
2/13/2013,30.1713
2/14/2013,30.0692
2/15/2013,30.0773
2/16/2013,30.1139
2/19/2013,30.1258
2/20/2013,30.1277
2/21/2013,30.0502
2/22/2013,30.2337
2/23/2013,30.3596
2/26/2013,30.3368
2/27/2013,30.5889
2/28/2013,30.6202
3/1/2013,30.5124
3/2/2013,30.6381
3/5/2013,30.787
3/6/2013,30.6963
3/7/2013,30.6214
3/8/2013,30.7628
3/12/2013,30.7576
3/13/2013,30.7499
3/14/2013,30.7209
3/15/2013,30.7769
3/16/2013,30.7196
3/19/2013,30.8908
3/20/2013,30.8285
3/21/2013,30.9446
3/22/2013,30.8923
3/23/2013,30.9325
3/26/2013,30.7585
3/27/2013,30.8734
3/28/2013,30.863
3/29/2013,30.9962
3/30/2013,31.0834
4/2/2013,31.1093
4/3/2013,31.1178
4/4/2013,31.3918
4/5/2013,31.7203
4/6/2013,31.6207
4/9/2013,31.6144
4/10/2013,31.2086
4/11/2013,31.0036
4/12/2013,30.8814
4/13/2013,30.9308
4/16/2013,31.3051
4/17/2013,31.4512
4/18/2013,31.232
4/19/2013,31.7151
4/20/2013,31.4605
4/23/2013,31.5664
4/24/2013,31.6414
4/25/2013,31.5917
4/26/2013,31.3169
4/27/2013,31.2196
4/30/2013,31.2559
5/1/2013,31.0433
5/7/2013,31.0839
5/8/2013,31.0789
5/9/2013,31.0829
5/14/2013,31.3777
5/15/2013,31.2778
5/16/2013,31.4281
5/17/2013,31.4166
5/18/2013,31.3931
5/21/2013,31.3406
5/22/2013,31.177
5/23/2013,31.228
5/24/2013,31.4711
5/25/2013,31.3164
5/28/2013,31.3025
5/29/2013,31.3784
5/30/2013,31.5203
5/31/2013,31.5893
6/1/2013,31.7979
6/4/2013,32.0487
6/5/2013,31.8344
6/6/2013,31.9816
6/7/2013,32.1385
6/8/2013,32.2397
6/11/2013,32.3246
6/12/2013,32.3951
6/14/2013,32.3467
6/15/2013,31.8029
6/18/2013,31.679
6/19/2013,31.8824
6/20/2013,32.1201
6/21/2013,32.7041
6/22/2013,32.7433
6/25/2013,32.9097
6/26/2013,32.714
6/27/2013,32.8876
6/28/2013,32.8766
6/29/2013,32.709
7/2/2013,32.8517
7/3/2013,32.9475
7/4/2013,33.2204
7/5/2013,33.1605
7/6/2013,33.2247
7/9/2013,33.321
7/10/2013,33.0842
7/11/2013,32.9112
7/12/2013,32.5867
7/13/2013,32.6429
7/16/2013,32.622
7/17/2013,32.5417
7/18/2013,32.4526
7/19/2013,32.3998
7/20/2013,32.4288
7/23/2013,32.3236
7/24/2013,32.3106
7/25/2013,32.3462
7/26/2013,32.5376
7/27/2013,32.6371
7/30/2013,32.8556
7/31/2013,32.8901
8/1/2013,33.033
8/2/2013,32.9741
8/3/2013,33.0978
8/6/2013,32.8811
8/7/2013,32.939
8/8/2013,32.9848
8/9/2013,32.9401
8/10/2013,32.8606
8/13/2013,32.891
8/14/2013,33.0426
8/15/2013,33.1583
8/16/2013,33.0004
8/17/2013,32.9421
8/20/2013,32.9226
8/21/2013,33.0006
8/22/2013,32.9737
8/23/2013,33.1908
8/24/2013,33.0552
8/27/2013,32.9564
8/28/2013,33.1224
8/29/2013,33.1798
8/30/2013,33.1783
8/31/2013,33.2474
9/3/2013,33.2522
9/4/2013,33.3693
9/5/2013,33.4656
9/6/2013,33.3901
9/7/2013,33.4338
9/10/2013,33.3243
9/11/2013,33.06
9/12/2013,32.9629
9/13/2013,32.6731
9/14/2013,32.7406
9/17/2013,32.2907
9/18/2013,32.3237
9/19/2013,32.245
9/20/2013,31.5892
9/21/2013,31.7326
9/24/2013,31.9106
9/25/2013,31.8167
9/26/2013,31.9343
9/27/2013,32.1736
9/28/2013,32.3451
10/1/2013,32.4839
10/2/2013,32.2965
10/3/2013,32.2979
10/4/2013,32.125
10/5/2013,32.1005
10/8/2013,32.2931
10/9/2013,32.2984
10/10/2013,32.3619
10/11/2013,32.3564
10/12/2013,32.2133
10/15/2013,32.2663
10/16/2013,32.2676
10/17/2013,32.2561
10/18/2013,32.0816
10/19/2013,31.846
10/22/2013,31.9013
10/23/2013,31.9346
10/24/2013,31.7448
10/25/2013,31.6618
10/26/2013,31.6775
10/29/2013,31.8119
10/30/2013,31.9445
10/31/2013,32.0613
11/1/2013,32.0758
11/2/2013,32.1808
11/6/2013,32.3509
11/7/2013,32.4511
11/8/2013,32.3803
11/9/2013,32.5479
11/12/2013,32.6622
11/13/2013,32.8076
11/14/2013,32.8184
11/15/2013,32.6874
11/16/2013,32.6807
11/19/2013,32.5658
11/20/2013,32.6098
11/21/2013,32.7417
11/22/2013,33.018
11/23/2013,32.9055
11/26/2013,32.7733
11/27/2013,32.9879
11/28/2013,33.0041
11/29/2013,33.1332
11/30/2013,33.1916
12/3/2013,33.1482
12/4/2013,33.246
12/5/2013,33.2632
12/6/2013,33.114
12/7/2013,32.9514
12/10/2013,32.7782
12/11/2013,32.7848
12/12/2013,32.7315
12/13/2013,32.7518
12/14/2013,32.8663
12/17/2013,32.8658
12/18/2013,32.8646
12/19/2013,32.9404
12/20/2013,32.9527
12/21/2013,32.9798
12/24/2013,32.9506
12/25/2013,32.6284
12/26/2013,32.6487
12/27/2013,32.671
12/28/2013,32.6282
12/31/2013,32.7292
1/1/2014,32.6587
1/10/2014,33.1547
1/11/2014,33.2062
1/14/2014,33.1204
1/15/2014,33.2386
1/16/2014,33.3562
1/17/2014,33.4013
1/18/2014,33.4343
1/21/2014,33.6429
1/22/2014,33.8161
1/23/2014,33.8688
1/24/2014,34.0334
1/25/2014,34.26
1/28/2014,34.7093
1/29/2014,34.625
1/30/2014,34.5633
1/31/2014,35.2448
2/1/2014,35.18
2/4/2014,35.2347
2/5/2014,35.4502
2/6/2014,34.9592
2/7/2014,34.7287
2/8/2014,34.6044
2/11/2014,34.7636
2/12/2014,34.7964
2/13/2014,34.7595
2/14/2014,34.8611
2/15/2014,35.2559
2/18/2014,35.0976
2/19/2014,35.2386
2/20/2014,35.5857
2/21/2014,35.767
2/22/2014,35.6828
2/25/2014,35.5112
2/26/2014,35.5669
2/27/2014,35.7872
2/28/2014,36.0501
3/1/2014,36.1847
3/4/2014,36.3784
3/5/2014,36.3208
3/6/2014,36.0849
3/7/2014,36.1251
3/8/2014,36.2618
3/12/2014,36.4015
3/13/2014,36.4865
3/14/2014,36.4566
3/15/2014,36.6391
3/18/2014,36.6505
3/19/2014,36.4487
3/20/2014,36.207
3/21/2014,36.1081
3/22/2014,36.4022
3/25/2014,36.1663
3/26/2014,35.9316
3/27/2014,35.4494
3/28/2014,35.581
3/29/2014,35.6871
4/1/2014,35.6053
4/2/2014,35.024
4/3/2014,35.2517
4/4/2014,35.5154
4/5/2014,35.501
4/8/2014,35.4679
4/9/2014,35.5475
4/10/2014,35.7493
4/11/2014,35.5581
4/12/2014,35.6239
4/15/2014,35.989
4/16/2014,35.9635
4/17/2014,36.0813
4/18/2014,35.9287
4/19/2014,35.5389
4/22/2014,35.6688
4/23/2014,35.6785
4/24/2014,35.6625
4/25/2014,35.683
4/26/2014,35.9289
4/29/2014,36.0245
4/30/2014,35.6983
5/1/2014,35.7227
5/6/2014,35.8381
5/7/2014,35.655
5/8/2014,35.4971
5/9/2014,35.0343
5/13/2014,35.2091
5/14/2014,34.8789
5/15/2014,34.709
5/16/2014,34.7005
5/17/2014,34.7794
5/20/2014,34.7394
5/21/2014,34.6007
5/22/2014,34.5078
5/23/2014,34.2802
5/24/2014,34.3139
5/27/2014,34.0771
5/28/2014,34.2571
5/29/2014,34.4895
5/30/2014,34.6481
5/31/2014,34.7352
6/3/2014,34.8887
6/4/2014,35.0115
6/5/2014,35.1398
6/6/2014,34.9043
6/7/2014,34.6573
6/10/2014,34.3303
6/11/2014,34.3681
6/12/2014,34.3227
6/17/2014,34.5654
6/18/2014,34.8095
6/19/2014,34.8232
6/20/2014,34.3025
6/21/2014,34.419
6/24/2014,34.2797
6/25/2014,33.9812
6/26/2014,33.907
6/27/2014,33.7508
6/28/2014,33.6306
7/1/2014,33.8434
7/2/2014,34.2275
7/3/2014,34.2496
7/4/2014,34.1949
7/5/2014,34.3236
7/8/2014,34.5691
7/9/2014,34.4258
7/10/2014,34.0758
7/11/2014,33.8353
7/12/2014,34.0582
7/15/2014,34.3135
7/16/2014,34.3723
7/17/2014,34.3853
7/18/2014,34.7998
7/19/2014,35.1627
7/22/2014,35.09
7/23/2014,35.0387
7/24/2014,34.8101
7/25/2014,35.0786
7/26/2014,35.0535
7/29/2014,35.3457
7/30/2014,35.6339
7/31/2014,35.7271
8/1/2014,35.4438
8/2/2014,35.7272
8/5/2014,35.6605
8/6/2014,35.7987
8/7/2014,36.1102
8/8/2014,36.2496
8/9/2014,36.4461
8/12/2014,36.0475
8/13/2014,36.089
8/14/2014,36.2222
8/15/2014,36.0395
8/16/2014,36.0014
8/19/2014,36.0294
8/20/2014,36.1094
8/21/2014,36.224
8/22/2014,36.3317
8/23/2014,36.0027
8/26/2014,36.1201
8/27/2014,36.1358
8/28/2014,36.1397
8/29/2014,36.3053
8/30/2014,36.9316
9/2/2014,37.2945
9/3/2014,37.348
9/4/2014,37.3183
9/5/2014,36.8038
9/6/2014,36.9219
9/9/2014,37.0866
9/10/2014,37.0261
9/11/2014,37.1693
9/12/2014,37.3758
9/13/2014,37.6545
9/16/2014,37.9861
9/17/2014,38.7058
9/18/2014,38.3724
9/19/2014,38.4209
9/20/2014,38.4134
9/23/2014,38.5782
9/24/2014,38.6672
9/25/2014,38.383
9/26/2014,38.3007
9/27/2014,38.7243
9/30/2014,39.3866
10/1/2014,39.3836
10/2/2014,39.6604
10/3/2014,39.5474
10/4/2014,39.698
10/7/2014,39.982
10/8/2014,39.7417
10/9/2014,39.9819
10/10/2014,39.98
10/11/2014,40.2125
10/14/2014,40.3251
10/15/2014,40.5304
10/16/2014,40.9416
10/17/2014,40.7457
10/18/2014,41.045
10/21/2014,40.8815
10/22/2014,41.0501
10/23/2014,40.9671
10/24/2014,41.4958
10/25/2014,41.8101
10/28/2014,41.9497
10/29/2014,42.3934
10/30/2014,42.6525
10/31/2014,43.3943
11/1/2014,41.9627
11/6/2014,44.3993
11/7/2014,45.1854
11/8/2014,47.8774
11/11/2014,45.8926
11/12/2014,45.952
11/13/2014,46.3379
11/14/2014,46.1233
11/15/2014,47.392
11/18/2014,47.3329
11/19/2014,46.9797
11/20/2014,47.0294
11/21/2014,46.7047
11/22/2014,45.7926
11/25/2014,44.7852
11/26/2014,44.9758
11/27/2014,46.4244
11/28/2014,47.6629
11/29/2014,49.322
12/2/2014,51.8068
12/3/2014,50.7678
12/4/2014,54.3821
12/5/2014,52.6932
12/6/2014,53.1088
12/9/2014,53.3079
12/10/2014,54.2116
12/11/2014,54.2758
12/12/2014,54.7932
12/13/2014,56.8919
12/16/2014,58.3461
12/17/2014,61.1512
12/18/2014,67.7851
12/19/2014,59.6029
12/20/2014,60.6825
12/23/2014,56.494
12/24/2014,54.5687
12/25/2014,54.4913
12/26/2014,52.6159
12/27/2014,52.0343
12/30/2014,56.6801
12/31/2014,56.2584
1/1/2015,56.2376
1/13/2015,62.7363
1/14/2015,64.8425
1/15/2015,66.0983
1/16/2015,64.8337
1/17/2015,65.1738
1/20/2015,64.9732
1/21/2015,64.9862
1/22/2015,65.5558
1/23/2015,65.4
1/24/2015,63.393
1/27/2015,65.5937
1/28/2015,67.8153
1/29/2015,67.1506
1/30/2015,68.7303
1/31/2015,68.9291
2/3/2015,69.664
2/4/2015,67.7727
2/5/2015,65.447
2/6/2015,68.6113
2/7/2015,66.0432
2/10/2015,65.7817
2/11/2015,65.4469
2/12/2015,66.0585
2/13/2015,66.0994
2/14/2015,65.0862
2/17/2015,62.6632
2/18/2015,62.8353
2/19/2015,62.4001
2/20/2015,62.1307
2/21/2015,61.7235
2/25/2015,63.5083
2/26/2015,62.5906
2/27/2015,60.7109
2/28/2015,61.2718
3/3/2015,62.2248
3/4/2015,62.3649
3/5/2015,61.8745
3/6/2015,61.8457
3/7/2015,59.9938
3/11/2015,60.6649
3/12/2015,62.6797
3/13/2015,60.9595
3/14/2015,61.3167
3/17/2015,62.1497
3/18/2015,61.751
3/19/2015,61.3483
3/20/2015,59.8308
3/21/2015,60.0341
3/24/2015,59.4452
3/25/2015,58.771
3/26/2015,57.3879
3/27/2015,56.4271
3/28/2015,57.7279
3/31/2015,58.4643
4/1/2015,57.65
4/2/2015,58.3536
4/3/2015,56.9902
4/4/2015,56.7534
4/7/2015,56.5161
4/8/2015,55.3328
4/9/2015,54.027
4/10/2015,52.5424
4/11/2015,51.0678
4/14/2015,52.422
4/15/2015,51.9749
4/16/2015,50.5033
4/17/2015,49.6749
4/18/2015,50.5295
4/21/2015,51.5207
4/22/2015,53.9728
4/23/2015,53.6555
4/24/2015,51.6011
4/25/2015,50.2473
4/28/2015,51.469
4/29/2015,52.3041
4/30/2015,51.7029
5/1/2015,51.1388
5/6/2015,51.7574
5/7/2015,49.9816
5/8/2015,50.3615
5/9/2015,50.7511
5/13/2015,50.914
5/14/2015,49.5366
5/15/2015,50.0774
5/16/2015,50.0115
5/19/2015,49.2175
5/20/2015,49.1777
5/21/2015,49.7919
5/22/2015,49.9204
5/23/2015,49.7901
5/26/2015,49.8613
5/27/2015,50.3223
5/28/2015,51.0178
5/29/2015,52.2907
5/30/2015,52.9716
6/2/2015,52.8213
6/3/2015,53.4413
6/4/2015,53.059
6/5/2015,54.9908
6/6/2015,56.2463
6/9/2015,56.0435
6/10/2015,55.91
6/11/2015,54.8219
6/12/2015,54.5285
6/16/2015,55.2679
6/17/2015,54.0409
6/18/2015,53.8999
6/19/2015,53.3301
6/20/2015,53.8006
6/23/2015,53.5569
6/24/2015,54.2081
6/25/2015,54.0746
6/26/2015,54.6026
6/27/2015,54.8126
6/30/2015,55.524
7/1/2015,55.8413
7/2/2015,55.4756
7/3/2015,55.6555
7/4/2015,55.6049
7/7/2015,56.4112
7/8/2015,57.2192
7/9/2015,57.2174
7/10/2015,56.9803
7/11/2015,56.6685
7/14/2015,56.6079
7/15/2015,56.9774
7/16/2015,56.6642
7/17/2015,56.9504
7/18/2015,56.8423
7/21/2015,56.8336
7/22/2015,57.0025
7/23/2015,57.0232
7/24/2015,57.3578
7/25/2015,58.0374
7/28/2015,58.7816
7/29/2015,60.2231
7/30/2015,59.7665
7/31/2015,58.9906
8/1/2015,60.3458
8/4/2015,62.4677
8/5/2015,62.9182
8/6/2015,62.7184
8/7/2015,63.8644
8/8/2015,63.8399
8/11/2015,64.4977
8/12/2015,63.2098
8/13/2015,65.0169
8/14/2015,63.9988
8/15/2015,64.9363
8/18/2015,65.5034
8/19/2015,65.8289
8/20/2015,65.7222
8/21/2015,66.9608
8/22/2015,68.1216
8/25/2015,70.7465
8/26/2015,69.9461
8/27/2015,69.3142
8/28/2015,67.4473
8/29/2015,66.4779
9/1/2015,66.7152
9/2/2015,65.3495
9/3/2015,66.6756
9/4/2015,67.0102
9/5/2015,67.685
9/8/2015,68.4864
9/9/2015,68.7932
9/10/2015,67.6219
9/11/2015,68.4961
9/12/2015,68.0093
9/15/2015,67.9571
9/16/2015,67.1574
9/17/2015,65.9273
9/18/2015,65.3623
9/19/2015,65.6445
9/22/2015,66.1455
9/23/2015,66.1747
9/24/2015,66.041
9/25/2015,66.5151
9/26/2015,65.6727
9/29/2015,65.547
9/30/2015,66.2367
10/1/2015,65.7364
10/2/2015,65.0336
10/3/2015,65.9414
10/6/2015,65.6248
10/7/2015,65.0962
10/8/2015,62.7061
10/9/2015,62.2942
10/10/2015,61.2967
10/13/2015,61.1535
10/14/2015,62.2237
10/15/2015,63.1248
10/16/2015,62.2433
10/17/2015,61.3587
10/20/2015,61.4419
10/21/2015,62.162
10/22/2015,62.6309
10/23/2015,62.7888
10/24/2015,61.9286
10/27/2015,62.5038
10/28/2015,63.5004
10/29/2015,65.3159
10/30/2015,64.1686
10/31/2015,64.3742
11/3/2015,63.7993
11/4/2015,63.8525
11/6/2015,63.3991
11/7/2015,63.6832
11/10/2015,64.6606
11/11/2015,64.3908
11/12/2015,64.5693
11/13/2015,65.4541
11/14/2015,66.6343
11/17/2015,66.4607
11/18/2015,65.4799
11/19/2015,64.7785
11/20/2015,64.912
11/21/2015,64.8673
11/24/2015,65.5973
11/25/2015,65.621
11/26/2015,65.4789
11/27/2015,65.6836
11/28/2015,66.2393
12/1/2015,66.737
12/2/2015,66.2584
12/3/2015,66.7402
12/4/2015,67.7691
12/5/2015,67.6698
12/8/2015,68.5156
12/9/2015,69.3026
12/10/2015,69.2
12/11/2015,69.2151
12/12/2015,69.1755
12/15/2015,70.2244
12/16/2015,70.8295
12/17/2015,70.4012
12/18/2015,70.5806
12/19/2015,71.3215
12/22/2015,71.2553
12/23/2015,71.1211
12/24/2015,70.9333
12/25/2015,69.5165
12/26/2015,70.269
12/29/2015,70.7865
12/30/2015,72.5066
12/31/2015,72.8827
1/1/2016,72.9299
1/12/2016,75.9507
1/13/2016,76.6041
1/14/2016,76.4275
1/15/2016,76.523
1/16/2016,76.565
1/19/2016,78.6678
1/20/2016,78.4862
1/21/2016,79.4614
1/22/2016,83.5913
1/23/2016,80.5714
1/26/2016,77.7965
1/27/2016,81.8394
1/28/2016,78.9969
1/29/2016,77.3674
1/30/2016,75.1723
2/2/2016,76.3264
2/3/2016,77.9273
2/4/2016,79.2593
2/5/2016,76.4609
2/6/2016,77.3409
2/9/2016,76.8614
2/10/2016,78.6805
2/11/2016,79.0689
2/12/2016,79.1144
2/13/2016,79.4951
2/16/2016,77.7792
2/17/2016,76.245
2/18/2016,77.8503
2/19/2016,75.4575
2/20/2016,76.3657
2/21/2016,77.1326
2/25/2016,76.3928
2/26/2016,76.3929
2/27/2016,75.0903
3/1/2016,75.8994
3/2/2016,74.0536
3/3/2016,73.6256
3/4/2016,73.8242
3/5/2016,73.1854
3/10/2016,72.3775
3/11/2016,71.0928
3/12/2016,70.3067
3/15/2016,70.1542
3/16/2016,70.5408
3/17/2016,71.0256
3/18/2016,68.5598
3/19/2016,68.4026
3/22/2016,68.8086
3/23/2016,67.7764
3/24/2016,67.6409
3/25/2016,68.9328
3/26/2016,68.4346
3/29/2016,67.7807
3/30/2016,68.7549
3/31/2016,67.6076
4/1/2016,67.8552
4/2/2016,67.141
4/5/2016,68.6753
4/6/2016,68.8901
4/7/2016,68.5215
4/8/2016,67.796
4/9/2016,67.4662
4/12/2016,67.125
4/13/2016,66.3456
4/14/2016,65.7662
4/15/2016,66.4954
4/16/2016,66.0452
4/19/2016,68.2724
4/20/2016,65.6474
4/21/2016,66.0364
4/22/2016,65.0254
4/23/2016,66.2198
4/26/2016,66.6295
4/27/2016,66.4559
4/28/2016,65.1618
4/29/2016,65.1133
4/30/2016,64.3334
5/5/2016,66.1718
5/6/2016,65.8918
5/7/2016,66.1928
5/11/2016,66.3277
5/12/2016,66.2428
5/13/2016,64.9607
5/14/2016,64.9306
5/17/2016,64.8895
5/18/2016,64.5138
5/19/2016,65.0641
5/20/2016,66.211
5/21/2016,66.3775
5/24/2016,67.0475
5/25/2016,67.0493
5/26/2016,65.8949
5/27/2016,65.2062
5/28/2016,66.0413
5/31/2016,66.0825
6/1/2016,65.9962
6/2/2016,66.6156
6/3/2016,66.7491
6/4/2016,66.8529
6/7/2016,65.7894
6/8/2016,65.2089
6/9/2016,64.6797
6/10/2016,63.7402
6/11/2016,64.7077
6/15/2016,66.0306
6/16/2016,65.9156
6/17/2016,65.8618
6/18/2016,65.4398
6/21/2016,64.1509
6/22/2016,64.1743
6/23/2016,63.7162
6/24/2016,64.3212
6/25/2016,65.5287
6/28/2016,65.0588
6/29/2016,64.8095
6/30/2016,64.2575
7/1/2016,64.1755
7/2/2016,64.0165
7/5/2016,63.6844
7/6/2016,64.2676
7/7/2016,64.6304
7/8/2016,64.05
7/9/2016,64.2488
7/12/2016,64.2024
7/13/2016,63.9029
7/14/2016,63.8531
7/15/2016,63.5773
7/16/2016,63.1697
7/19/2016,63.1154
7/20/2016,62.9891
7/21/2016,63.4183
7/22/2016,63.7373
7/23/2016,64.627
7/26/2016,64.9184
7/27/2016,65.7408
7/28/2016,65.9467
7/29/2016,66.1125
7/30/2016,67.0512
8/2/2016,65.9553
8/3/2016,66.8816
8/4/2016,66.742
8/5/2016,66.3941
8/6/2016,65.5627
8/9/2016,65.0799
8/10/2016,64.7848
8/11/2016,64.8137
8/12/2016,64.9497
8/13/2016,64.3364
8/16/2016,64.2076
8/17/2016,63.9514
8/18/2016,63.9943
8/19/2016,63.5487
8/20/2016,63.9391
8/23/2016,64.2078
8/24/2016,64.7684
8/25/2016,64.814
8/26/2016,64.9459
8/27/2016,64.738
8/30/2016,65.081
8/31/2016,64.9072
9/1/2016,65.2535
9/2/2016,65.2566
9/3/2016,65.8684
9/6/2016,64.7644
9/7/2016,64.8306
9/8/2016,64.3804
9/9/2016,63.973
9/10/2016,64.1617
9/13/2016,65.0539
9/14/2016,64.8102
9/15/2016,64.9737
9/16/2016,65.217
9/17/2016,64.994
9/20/2016,64.9173
9/21/2016,64.7513
9/22/2016,64.4424
9/23/2016,63.7942
9/24/2016,63.8642
9/27/2016,64.1506
9/28/2016,63.6921
9/29/2016,63.9509
9/30/2016,63.1581
10/1/2016,63.396
10/4/2016,62.5477
10/5/2016,62.4323
10/6/2016,62.4583
10/7/2016,62.39
10/8/2016,62.3031
10/11/2016,62.3884
10/12/2016,62.1946
10/13/2016,62.5892
10/14/2016,63.3465
10/15/2016,62.9934
10/18/2016,63.151
10/19/2016,62.89
10/20/2016,62.5841
10/21/2016,62.4194
10/22/2016,62.4499
10/25/2016,62.2349
10/26/2016,62.048
10/27/2016,62.2597
10/28/2016,63.0399
10/29/2016,62.9037
11/1/2016,63.2174
11/2/2016,63.2025
11/3/2016,63.4166
11/4/2016,63.5043
11/8/2016,63.9074
11/9/2016,63.7364
11/10/2016,63.8928
11/11/2016,63.4161
11/12/2016,65.2167
11/15/2016,65.8591
11/16/2016,65.5548
11/17/2016,64.5463
11/18/2016,64.9154
11/19/2016,65.1023
11/22/2016,64.358
11/23/2016,63.6282
11/24/2016,64.0087
11/25/2016,64.6279
11/26/2016,64.6174
11/29/2016,64.9153
11/30/2016,64.9449
12/1/2016,65.2382
12/2/2016,63.6807
12/3/2016,64.1528
12/6/2016,63.9242
12/7/2016,63.8741
12/8/2016,63.9114
12/9/2016,63.3901
12/10/2016,63.3028
12/13/2016,61.5804
12/14/2016,61.069
12/15/2016,60.8079
12/16/2016,61.6368
12/17/2016,61.7515
12/20/2016,61.7931
12/21/2016,61.7967
12/22/2016,61.1092
12/23/2016,60.8641
12/24/2016,60.8528
12/27/2016,60.9084
12/28/2016,60.8587
12/29/2016,60.6669
12/30/2016,60.273
12/31/2016,60.6569
1/10/2017,59.8961
1/11/2017,59.9533
1/12/2017,60.1614
1/13/2017,59.4978
1/14/2017,59.37
1/17/2017,59.6067
1/18/2017,59.4015
1/19/2017,59.183
1/20/2017,59.3521
1/21/2017,59.6697
1/24/2017,59.5034
1/25/2017,59.2168
1/26/2017,59.1489
1/27/2017,59.6356
1/28/2017,60.3196
1/31/2017,60.1618
2/1/2017,60.0851
2/2/2017,60.3099
2/3/2017,59.9858
2/4/2017,59.3137
2/7/2017,58.7121
2/8/2017,59.1933
2/9/2017,59.5129
2/10/2017,59.0235
2/11/2017,58.8457
2/14/2017,58.0619
2/15/2017,57.7388
2/16/2017,56.7719
2/17/2017,57.1507
2/18/2017,57.6342
2/21/2017,58.0967
2/22/2017,57.859
2/23/2017,57.4762
2/28/2017,57.9371
3/1/2017,57.9627
3/2/2017,58.3776
3/3/2017,58.4067
3/4/2017,58.9099
3/7/2017,58.337
3/8/2017,58.263
3/10/2017,58.8318
3/11/2017,59.2174
3/14/2017,59.1327
3/15/2017,58.954
3/16/2017,59.1128
3/17/2017,58.2437
3/18/2017,57.9344
3/21/2017,57.2847
3/22/2017,57.2323
3/23/2017,57.636
3/24/2017,57.5228
3/25/2017,57.4247
3/28/2017,57.0233
3/29/2017,56.9364
3/30/2017,57.0241
3/31/2017,56.3779
4/1/2017,55.9606
4/4/2017,56.1396
4/5/2017,56.5553
4/6/2017,55.894
4/7/2017,56.4369
4/8/2017,56.9201
4/11/2017,57.3896
4/12/2017,56.9552
4/13/2017,56.7556
4/14/2017,56.6019
4/15/2017,56.2945
4/18/2017,56.2505
4/19/2017,55.9793
4/20/2017,56.1753
4/21/2017,56.4165
4/22/2017,56.2307
4/25/2017,56.0794
4/26/2017,55.8453
4/27/2017,56.3131
4/28/2017,56.9707
4/29/2017,56.9838
5/3/2017,56.9518
5/4/2017,57.0927
5/5/2017,57.5714
5/6/2017,58.5382
5/11/2017,58.0824
5/12/2017,57.1161
5/13/2017,57.164
5/16/2017,56.5258
5/17/2017,56.2603
5/18/2017,56.7383
5/19/2017,57.4683
5/20/2017,57.1602
5/23/2017,56.4988
5/24/2017,56.5552
5/25/2017,56.2743
5/26/2017,56.0701
5/27/2017,56.756
5/30/2017,56.7106
5/31/2017,56.5168
6/1/2017,56.6876
6/2/2017,56.5373
6/3/2017,56.6876
6/6/2017,56.6152
6/7/2017,56.6747
6/8/2017,56.5878
6/9/2017,56.9857
6/10/2017,57.002
6/14/2017,56.9096
6/15/2017,57.0303
6/16/2017,57.4437
6/17/2017,57.7408
